Run,Tag,Group
SRR6664513,1,SRR6664513
SRR6664514,1,SRR6664514
SRR6704238,0,SRR6704238
SRR6704239,0,SRR6704239
SRR6704240,0,SRR6704240
SRR6704241,0,SRR6704241
SRR6704242,0,SRR6704242
SRR6704243,0,SRR6704243
SRR6704244,0,SRR6704244
SRR6704245,0,SRR6704245
SRR6704246,0,SRR6704246
SRR6704247,0,SRR6704247
SRR6704248,0,SRR6704248
SRR6704249,0,SRR6704249
SRR6704250,0,SRR6704250
SRR6704251,0,SRR6704251
SRR6704252,0,SRR6704252
SRR6704253,0,SRR6704253
SRR6704254,0,SRR6704254
SRR6704255,0,SRR6704255
SRR6704256,0,SRR6704256
SRR6704257,0,SRR6704257
SRR6704258,0,SRR6704258
SRR6704259,0,SRR6704259
SRR6704260,0,SRR6704260
SRR6704261,0,SRR6704261
SRR6704262,0,SRR6704262
SRR6704263,0,SRR6704263
SRR6704264,0,SRR6704264
SRR6704265,0,SRR6704265
SRR6704266,0,SRR6704266
SRR6704267,0,SRR6704267
SRR6704268,0,SRR6704268
SRR6704269,0,SRR6704269
SRR6704270,0,SRR6704270
SRR6704271,0,SRR6704271
SRR6704272,0,SRR6704272
SRR6704273,0,SRR6704273
SRR6704274,0,SRR6704274
SRR6704275,0,SRR6704275
SRR6704276,0,SRR6704276
SRR6704277,0,SRR6704277
SRR6704278,0,SRR6704278
SRR6704279,0,SRR6704279
SRR6704280,0,SRR6704280
SRR6704281,0,SRR6704281
SRR6704282,0,SRR6704282
SRR6704283,0,SRR6704283
SRR6704284,0,SRR6704284
SRR6704285,0,SRR6704285
SRR6704286,0,SRR6704286
SRR6704287,0,SRR6704287
SRR6704288,0,SRR6704288
SRR6704289,0,SRR6704289
SRR6704290,0,SRR6704290
SRR6704291,0,SRR6704291
SRR6704292,0,SRR6704292
SRR6704293,0,SRR6704293
SRR6704294,0,SRR6704294
SRR6704295,0,SRR6704295
SRR6704296,0,SRR6704296
SRR6704297,0,SRR6704297
SRR6704298,0,SRR6704298
SRR6704299,0,SRR6704299
SRR6704300,0,SRR6704300
SRR6704301,0,SRR6704301
SRR6704302,0,SRR6704302
SRR6704303,0,SRR6704303
SRR6704304,0,SRR6704304
SRR6704305,0,SRR6704305
SRR6704306,0,SRR6704306
SRR6704307,0,SRR6704307
SRR6704308,0,SRR6704308
SRR6704309,0,SRR6704309
SRR6704310,0,SRR6704310
SRR6704311,0,SRR6704311
SRR6704312,0,SRR6704312
SRR6704313,0,SRR6704313
SRR6704314,0,SRR6704314
SRR6704315,0,SRR6704315
SRR6704316,0,SRR6704316
SRR6704317,0,SRR6704317
SRR6704318,0,SRR6704318
SRR6704319,0,SRR6704319
SRR6704320,0,SRR6704320
SRR6704321,0,SRR6704321
SRR6704322,0,SRR6704322
SRR6704323,0,SRR6704323
SRR6704324,0,SRR6704324
SRR6704325,0,SRR6704325
SRR6704326,0,SRR6704326
SRR6704327,0,SRR6704327
SRR6704328,0,SRR6704328
SRR6704329,0,SRR6704329
SRR6704330,0,SRR6704330
SRR6704331,0,SRR6704331
SRR6704332,0,SRR6704332
SRR6704333,0,SRR6704333
SRR6704334,0,SRR6704334
SRR6704335,0,SRR6704335
SRR6704336,0,SRR6704336
SRR6704337,0,SRR6704337
SRR6704338,0,SRR6704338
SRR6704339,0,SRR6704339
SRR6704340,0,SRR6704340
SRR6704341,0,SRR6704341
SRR6704342,0,SRR6704342
SRR6704343,0,SRR6704343
SRR6704344,0,SRR6704344
SRR6704345,0,SRR6704345
SRR6704346,0,SRR6704346
SRR6704347,0,SRR6704347
SRR6704348,0,SRR6704348
SRR6704349,0,SRR6704349
SRR6704350,0,SRR6704350
SRR6704351,0,SRR6704351
SRR6704352,0,SRR6704352
SRR6704353,0,SRR6704353
SRR6704354,0,SRR6704354
SRR6704355,0,SRR6704355
SRR6704356,0,SRR6704356
SRR6704357,0,SRR6704357
SRR6704358,0,SRR6704358
SRR6704359,0,SRR6704359
SRR6704360,0,SRR6704360
SRR6704361,0,SRR6704361
SRR6704362,0,SRR6704362
SRR6704363,0,SRR6704363
SRR6704364,0,SRR6704364
SRR6704365,0,SRR6704365
SRR6704366,0,SRR6704366
SRR6704367,0,SRR6704367
SRR6704368,0,SRR6704368
SRR6704369,0,SRR6704369
SRR6704370,0,SRR6704370
SRR6704371,0,SRR6704371
SRR6704372,0,SRR6704372
SRR6704373,0,SRR6704373
SRR6704374,0,SRR6704374
SRR6704375,0,SRR6704375
SRR6704376,0,SRR6704376
SRR6704377,0,SRR6704377
SRR6704378,0,SRR6704378
SRR6704379,0,SRR6704379
SRR6704380,0,SRR6704380
SRR6704381,0,SRR6704381
SRR6704382,0,SRR6704382
SRR6704383,0,SRR6704383
SRR6704384,0,SRR6704384
SRR6704385,0,SRR6704385
SRR6704386,0,SRR6704386
SRR6704387,0,SRR6704387
SRR6704388,0,SRR6704388
SRR6704389,0,SRR6704389
SRR6704390,0,SRR6704390
SRR6704391,0,SRR6704391
SRR6704392,0,SRR6704392
SRR6704393,0,SRR6704393
SRR6704394,0,SRR6704394
SRR6704395,0,SRR6704395
SRR6704396,0,SRR6704396
SRR6704397,0,SRR6704397
SRR6704398,0,SRR6704398
SRR6704399,0,SRR6704399
SRR6704400,0,SRR6704400
SRR6704401,0,SRR6704401
SRR6704402,0,SRR6704402
SRR6704403,0,SRR6704403
SRR6704404,0,SRR6704404
SRR6704405,0,SRR6704405
SRR6704406,0,SRR6704406
SRR6704407,0,SRR6704407
SRR6704408,0,SRR6704408
SRR6704409,0,SRR6704409
SRR6704410,0,SRR6704410
SRR6704411,0,SRR6704411
SRR6704412,0,SRR6704412
SRR6704413,0,SRR6704413
SRR6180320,1,SRR6180320
SRR6180323,1,SRR6180323
SRR6180324,1,SRR6180324
SRR6180326,1,SRR6180326
SRR6180348,1,SRR6180348
SRR6180350,1,SRR6180350
SRR6180351,0,SRR6180351
SRR6180352,0,SRR6180352
SRR6180353,1,SRR6180353
SRR6180356,0,SRR6180356
SRR6180357,1,SRR6180357
SRR6180358,1,SRR6180358
SRR6180360,1,SRR6180360
SRR6180361,1,SRR6180361
SRR6180362,1,SRR6180362
SRR6180363,1,SRR6180363
SRR6180365,1,SRR6180365
SRR6180366,1,SRR6180366
SRR6180368,1,SRR6180368
SRR6180369,1,SRR6180369
SRR6180370,1,SRR6180370
SRR6180371,1,SRR6180371
SRR6180372,1,SRR6180372
SRR6180373,1,SRR6180373
SRR6180374,0,SRR6180374
SRR6180375,1,SRR6180375
SRR6180377,1,SRR6180377
SRR6180378,1,SRR6180378
SRR6180379,0,SRR6180379
SRR6180380,1,SRR6180380
SRR6180381,1,SRR6180381
SRR6180382,1,SRR6180382
SRR6180383,1,SRR6180383
SRR6180384,1,SRR6180384
SRR6180385,1,SRR6180385
SRR6180389,1,SRR6180389
SRR6180395,1,SRR6180395
SRR6180396,1,SRR6180396
SRR6180397,1,SRR6180397
SRR6180401,1,SRR6180401
SRR6180402,1,SRR6180402
SRR6180403,1,SRR6180403
SRR6180404,1,SRR6180404
SRR6180405,1,SRR6180405
SRR6180406,1,SRR6180406
SRR6180407,1,SRR6180407
SRR6180408,1,SRR6180408
SRR6180409,0,SRR6180409
SRR6180410,0,SRR6180410
SRR6180411,1,SRR6180411
SRR6180412,0,SRR6180412
SRR6180413,1,SRR6180413
SRR6180414,0,SRR6180414
SRR6180415,0,SRR6180415
SRR6180416,1,SRR6180416
SRR6180417,1,SRR6180417
SRR6180418,1,SRR6180418
SRR6180423,1,SRR6180423
SRR6180424,1,SRR6180424
SRR6180425,1,SRR6180425
SRR6180426,1,SRR6180426
SRR6180427,1,SRR6180427
SRR6180428,1,SRR6180428
SRR6180429,1,SRR6180429
SRR6180430,1,SRR6180430
SRR6180431,1,SRR6180431
SRR6180432,0,SRR6180432
SRR6180440,1,SRR6180440
SRR6180441,0,SRR6180441
SRR6180442,1,SRR6180442
SRR6180443,1,SRR6180443
SRR6180448,1,SRR6180448
SRR6180449,1,SRR6180449
SRR6180453,1,SRR6180453
SRR6180459,1,SRR6180459
SRR6180460,1,SRR6180460
SRR6180461,1,SRR6180461
SRR6180464,1,SRR6180464
SRR6180465,1,SRR6180465
SRR6180469,1,SRR6180469
SRR6180470,0,SRR6180470
SRR6180471,1,SRR6180471
SRR6180472,0,SRR6180472
SRR6180473,1,SRR6180473
SRR6180474,1,SRR6180474
SRR6180475,1,SRR6180475
SRR6180477,0,SRR6180477
SRR6180478,1,SRR6180478
SRR6180479,1,SRR6180479
SRR6180480,1,SRR6180480
SRR6180481,1,SRR6180481
SRR6180484,0,SRR6180484
SRR6180485,1,SRR6180485
SRR6180486,1,SRR6180486
SRR6180487,1,SRR6180487
SRR6180488,1,SRR6180488
SRR6180489,1,SRR6180489
SRR6180490,0,SRR6180490
SRR6180491,0,SRR6180491
SRR6180494,0,SRR6180494
SRR6180495,1,SRR6180495
SRR6180497,0,SRR6180497
SRR6180498,1,SRR6180498
SRR6180501,0,SRR6180501
SRR6180502,1,SRR6180502
SRR6180503,1,SRR6180503
SRR6180504,1,SRR6180504
SRR6180505,1,SRR6180505
SRR6180518,1,SRR6180518
SRR6180519,1,SRR6180519
SRR6180520,1,SRR6180520
SRR6180521,0,SRR6180521
SRR6180523,1,SRR6180523
SRR6180524,0,SRR6180524
SRR6180525,0,SRR6180525
SRR6180526,1,SRR6180526
SRR6180527,1,SRR6180527
SRR6180528,1,SRR6180528
SRR6180532,1,SRR6180532
SRR6180533,1,SRR6180533
SRR6180535,1,SRR6180535
SRR6180536,1,SRR6180536
SRR6180538,0,SRR6180538
SRR6180539,1,SRR6180539
SRR6180540,1,SRR6180540
SRR6180541,0,SRR6180541
SRR6180542,1,SRR6180542
SRR6180543,0,SRR6180543
SRR6180544,0,SRR6180544
SRR6180545,1,SRR6180545
SRR6180546,0,SRR6180546
SRR6180547,1,SRR6180547
SRR6180548,1,SRR6180548
SRR6180549,1,SRR6180549
SRR6180550,1,SRR6180550
SRR6180551,1,SRR6180551
SRR6180552,0,SRR6180552
SRR6180553,1,SRR6180553
SRR6180555,1,SRR6180555
SRR6180556,1,SRR6180556
SRR6180557,0,SRR6180557
SRR6180560,0,SRR6180560
SRR6180561,1,SRR6180561
SRR6180562,0,SRR6180562
SRR6180564,1,SRR6180564
SRR6180565,0,SRR6180565
SRR6180566,0,SRR6180566
SRR6180568,1,SRR6180568
SRR6180569,1,SRR6180569
SRR6180570,1,SRR6180570
SRR6180571,1,SRR6180571
SRR6180572,1,SRR6180572
SRR6180573,1,SRR6180573
SRR6180574,1,SRR6180574
SRR6180576,1,SRR6180576
SRR6180579,1,SRR6180579
SRR6180580,0,SRR6180580
SRR6180581,1,SRR6180581
SRR6180582,1,SRR6180582
SRR6180583,0,SRR6180583
SRR6180584,1,SRR6180584
SRR6180595,1,SRR6180595
SRR6180596,1,SRR6180596
SRR6180597,0,SRR6180597
SRR6180606,1,SRR6180606
SRR6180611,1,SRR6180611
SRR6180612,1,SRR6180612
SRR6180613,1,SRR6180613
SRR6180614,1,SRR6180614
SRR6180625,0,SRR6180625
SRR6180626,1,SRR6180626
SRR6180627,1,SRR6180627
SRR6180628,1,SRR6180628
SRR6180629,0,SRR6180629
SRR6180630,1,SRR6180630
SRR6180631,1,SRR6180631
SRR6180632,1,SRR6180632
SRR6180634,1,SRR6180634
SRR6180635,1,SRR6180635
SRR6180636,1,SRR6180636
SRR6180637,1,SRR6180637
SRR6180638,1,SRR6180638
SRR6180639,1,SRR6180639
SRR6180640,1,SRR6180640
SRR6180642,1,SRR6180642
SRR6180643,1,SRR6180643
SRR6180644,1,SRR6180644
SRR6180645,1,SRR6180645
SRR6180646,0,SRR6180646
SRR6180647,1,SRR6180647
SRR6180648,1,SRR6180648
SRR6180650,0,SRR6180650
SRR6180651,1,SRR6180651
SRR6180660,1,SRR6180660
SRR6180661,0,SRR6180661
SRR6180662,0,SRR6180662
SRR6180667,1,SRR6180667
SRR6180668,1,SRR6180668
SRR6180669,1,SRR6180669
SRR6180670,1,SRR6180670
SRR6180671,1,SRR6180671
SRR6180672,1,SRR6180672
SRR6180677,1,SRR6180677
SRR6180678,0,SRR6180678
SRR6180679,0,SRR6180679
SRR6180689,0,SRR6180689
SRR6180690,1,SRR6180690
SRR6180691,1,SRR6180691
SRR6180692,1,SRR6180692
SRR6180693,0,SRR6180693
SRR6180694,1,SRR6180694
SRR6180695,1,SRR6180695
SRR6180697,1,SRR6180697
SRR6180698,1,SRR6180698
SRR6180700,0,SRR6180700
SRR6180701,0,SRR6180701
SRR6180703,1,SRR6180703
SRR6180704,0,SRR6180704
SRR6180705,1,SRR6180705
SRR6180706,1,SRR6180706
SRR6180707,1,SRR6180707
SRR6180708,1,SRR6180708
SRR6180711,1,SRR6180711
SRR6180712,1,SRR6180712
SRR6180713,1,SRR6180713
SRR6180717,0,SRR6180717
SRR6180718,0,SRR6180718
SRR6180719,1,SRR6180719
SRR6180720,1,SRR6180720
SRR6180721,1,SRR6180721
SRR6180722,0,SRR6180722
SRR6180723,1,SRR6180723
SRR6180724,0,SRR6180724
SRR6180725,1,SRR6180725
SRR6180726,0,SRR6180726
SRR6180727,1,SRR6180727
SRR6180728,1,SRR6180728
SRR6180729,1,SRR6180729
SRR6180730,1,SRR6180730
SRR6180731,0,SRR6180731
SRR6180733,0,SRR6180733
SRR6180734,1,SRR6180734
SRR6180735,1,SRR6180735
SRR6180736,1,SRR6180736
SRR6180737,1,SRR6180737
SRR6180738,1,SRR6180738
SRR6180739,1,SRR6180739
SRR6180740,0,SRR6180740
SRR6180742,1,SRR6180742
SRR6180743,0,SRR6180743
SRR6180744,1,SRR6180744
SRR6180745,1,SRR6180745
SRR6180746,1,SRR6180746
SRR6180747,1,SRR6180747
SRR6180748,0,SRR6180748
SRR6180751,1,SRR6180751
SRR6180752,1,SRR6180752
SRR6180753,0,SRR6180753
SRR6180756,1,SRR6180756
SRR6180757,1,SRR6180757
SRR6180758,0,SRR6180758
SRR6180763,0,SRR6180763
SRR6180764,1,SRR6180764
SRR6180765,1,SRR6180765
SRR6180766,1,SRR6180766
SRR6180767,1,SRR6180767
SRR6180769,1,SRR6180769
SRR6180770,1,SRR6180770
SRR6180771,1,SRR6180771
SRR6180772,1,SRR6180772
SRR6180773,1,SRR6180773
SRR6180774,1,SRR6180774
SRR6180775,0,SRR6180775
SRR6180777,1,SRR6180777
SRR6180778,1,SRR6180778
SRR6180779,1,SRR6180779
SRR6180780,1,SRR6180780
SRR6180781,0,SRR6180781
SRR6180782,1,SRR6180782
SRR6180783,0,SRR6180783
SRR6180784,1,SRR6180784
SRR6180785,1,SRR6180785
SRR6180786,0,SRR6180786
SRR6180789,1,SRR6180789
SRR6180790,1,SRR6180790
SRR6180791,0,SRR6180791
SRR6180792,1,SRR6180792
SRR6180793,1,SRR6180793
SRR6180794,1,SRR6180794
SRR6180795,1,SRR6180795
SRR6180796,1,SRR6180796
SRR6180800,1,SRR6180800
SRR6180803,1,SRR6180803
SRR6180804,0,SRR6180804
SRR6180805,1,SRR6180805
SRR6180806,1,SRR6180806
SRR6180807,1,SRR6180807
SRR6180808,1,SRR6180808
SRR6180809,1,SRR6180809
SRR6180810,0,SRR6180810
SRR6180811,1,SRR6180811
SRR6180812,0,SRR6180812
SRR6180813,1,SRR6180813
SRR6180814,1,SRR6180814
SRR6180319,1,SRR6180319
SRR6180321,1,SRR6180321
SRR6180322,1,SRR6180322
SRR6180325,1,SRR6180325
SRR6180327,1,SRR6180327
SRR6180328,1,SRR6180328
SRR6180329,0,SRR6180329
SRR6180330,0,SRR6180330
SRR6180331,1,SRR6180331
SRR6180332,1,SRR6180332
SRR6180333,1,SRR6180333
SRR6180334,1,SRR6180334
SRR6180335,1,SRR6180335
SRR6180336,0,SRR6180336
SRR6180337,0,SRR6180337
SRR6180338,1,SRR6180338
SRR6180339,1,SRR6180339
SRR6180340,0,SRR6180340
SRR6180341,1,SRR6180341
SRR6180342,0,SRR6180342
SRR6180343,1,SRR6180343
SRR6180344,0,SRR6180344
SRR6180345,0,SRR6180345
SRR6180346,1,SRR6180346
SRR6180347,1,SRR6180347
SRR6180349,1,SRR6180349
SRR6180354,1,SRR6180354
SRR6180355,0,SRR6180355
SRR6180359,1,SRR6180359
SRR6180364,1,SRR6180364
SRR6180367,0,SRR6180367
SRR6180376,1,SRR6180376
SRR6180386,1,SRR6180386
SRR6180387,1,SRR6180387
SRR6180388,1,SRR6180388
SRR6180390,0,SRR6180390
SRR6180391,1,SRR6180391
SRR6180392,1,SRR6180392
SRR6180393,0,SRR6180393
SRR6180394,0,SRR6180394
SRR6180398,0,SRR6180398
SRR6180399,1,SRR6180399
SRR6180400,1,SRR6180400
SRR6180419,1,SRR6180419
SRR6180420,1,SRR6180420
SRR6180421,1,SRR6180421
SRR6180422,1,SRR6180422
SRR6180433,1,SRR6180433
SRR6180434,0,SRR6180434
SRR6180435,1,SRR6180435
SRR6180436,1,SRR6180436
SRR6180437,0,SRR6180437
SRR6180438,1,SRR6180438
SRR6180439,1,SRR6180439
SRR6180444,0,SRR6180444
SRR6180445,1,SRR6180445
SRR6180446,1,SRR6180446
SRR6180447,1,SRR6180447
SRR6180450,1,SRR6180450
SRR6180451,1,SRR6180451
SRR6180452,1,SRR6180452
SRR6180454,1,SRR6180454
SRR6180455,1,SRR6180455
SRR6180456,0,SRR6180456
SRR6180457,0,SRR6180457
SRR6180458,1,SRR6180458
SRR6180462,0,SRR6180462
SRR6180463,1,SRR6180463
SRR6180466,1,SRR6180466
SRR6180467,1,SRR6180467
SRR6180468,0,SRR6180468
SRR6180476,0,SRR6180476
SRR6180482,0,SRR6180482
SRR6180483,0,SRR6180483
SRR6180492,1,SRR6180492
SRR6180493,1,SRR6180493
SRR6180496,1,SRR6180496
SRR6180499,1,SRR6180499
SRR6180500,1,SRR6180500
SRR6180506,1,SRR6180506
SRR6180507,1,SRR6180507
SRR6180508,1,SRR6180508
SRR6180509,1,SRR6180509
SRR6180510,0,SRR6180510
SRR6180511,1,SRR6180511
SRR6180512,1,SRR6180512
SRR6180513,1,SRR6180513
SRR6180514,1,SRR6180514
SRR6180515,1,SRR6180515
SRR6180516,0,SRR6180516
SRR6180517,1,SRR6180517
SRR6180522,1,SRR6180522
SRR6180529,1,SRR6180529
SRR6180530,1,SRR6180530
SRR6180531,1,SRR6180531
SRR6180534,1,SRR6180534
SRR6180537,1,SRR6180537
SRR6180554,1,SRR6180554
SRR6180558,1,SRR6180558
SRR6180559,1,SRR6180559
SRR6180563,1,SRR6180563
SRR6180567,1,SRR6180567
SRR6180575,1,SRR6180575
SRR6180577,0,SRR6180577
SRR6180578,1,SRR6180578
SRR6180585,0,SRR6180585
SRR6180586,1,SRR6180586
SRR6180587,0,SRR6180587
SRR6180588,1,SRR6180588
SRR6180589,1,SRR6180589
SRR6180590,1,SRR6180590
SRR6180591,1,SRR6180591
SRR6180592,1,SRR6180592
SRR6180593,1,SRR6180593
SRR6180594,1,SRR6180594
SRR6180598,0,SRR6180598
SRR6180599,1,SRR6180599
SRR6180600,1,SRR6180600
SRR6180601,1,SRR6180601
SRR6180602,1,SRR6180602
SRR6180603,1,SRR6180603
SRR6180604,1,SRR6180604
SRR6180605,0,SRR6180605
SRR6180607,0,SRR6180607
SRR6180608,1,SRR6180608
SRR6180609,1,SRR6180609
SRR6180610,1,SRR6180610
SRR6180615,1,SRR6180615
SRR6180616,1,SRR6180616
SRR6180617,1,SRR6180617
SRR6180618,0,SRR6180618
SRR6180619,1,SRR6180619
SRR6180620,1,SRR6180620
SRR6180621,1,SRR6180621
SRR6180622,1,SRR6180622
SRR6180623,1,SRR6180623
SRR6180624,1,SRR6180624
SRR6180633,1,SRR6180633
SRR6180641,1,SRR6180641
SRR6180649,1,SRR6180649
SRR6180652,0,SRR6180652
SRR6180653,0,SRR6180653
SRR6180654,0,SRR6180654
SRR6180655,0,SRR6180655
SRR6180656,1,SRR6180656
SRR6180657,0,SRR6180657
SRR6180658,1,SRR6180658
SRR6180659,1,SRR6180659
SRR6180663,1,SRR6180663
SRR6180664,0,SRR6180664
SRR6180665,1,SRR6180665
SRR6180666,1,SRR6180666
SRR6180673,1,SRR6180673
SRR6180674,0,SRR6180674
SRR6180675,1,SRR6180675
SRR6180676,1,SRR6180676
SRR6180680,1,SRR6180680
SRR6180681,1,SRR6180681
SRR6180682,1,SRR6180682
SRR6180683,1,SRR6180683
SRR6180684,1,SRR6180684
SRR6180685,1,SRR6180685
SRR6180686,1,SRR6180686
SRR6180687,1,SRR6180687
SRR6180688,1,SRR6180688
SRR6180696,0,SRR6180696
SRR6180699,1,SRR6180699
SRR6180702,1,SRR6180702
SRR6180709,1,SRR6180709
SRR6180710,1,SRR6180710
SRR6180714,0,SRR6180714
SRR6180715,1,SRR6180715
SRR6180716,0,SRR6180716
SRR6180732,0,SRR6180732
SRR6180741,0,SRR6180741
SRR6180749,0,SRR6180749
SRR6180750,1,SRR6180750
SRR6180754,1,SRR6180754
SRR6180755,1,SRR6180755
SRR6180759,1,SRR6180759
SRR6180760,1,SRR6180760
SRR6180761,1,SRR6180761
SRR6180762,1,SRR6180762
SRR6180768,1,SRR6180768
SRR6180776,1,SRR6180776
SRR6180787,1,SRR6180787
SRR6180788,1,SRR6180788
SRR6180797,0,SRR6180797
SRR6180798,1,SRR6180798
