Run,Tag,Group
SRR7533993,0,SRR7533993
SRR7533994,1,SRR7533994
SRR7533995,0,SRR7533995
SRR7533996,1,SRR7533996
SRR7533997,0,SRR7533997
SRR7533998,0,SRR7533998
SRR7533999,0,SRR7533999
SRR7534000,1,SRR7534000
SRR7534001,0,SRR7534001
SRR7534002,1,SRR7534002
SRR7534003,1,SRR7534003
SRR7534004,1,SRR7534004
SRR7534005,0,SRR7534005
SRR7534006,0,SRR7534006
SRR7534007,0,SRR7534007
SRR7534008,0,SRR7534008
SRR7534009,0,SRR7534009
SRR7534010,1,SRR7534010
SRR7534011,0,SRR7534011
SRR7534012,0,SRR7534012
SRR7534013,1,SRR7534013
SRR7534014,0,SRR7534014
SRR7534015,1,SRR7534015
SRR7534016,0,SRR7534016
SRR7534017,0,SRR7534017
SRR7534018,0,SRR7534018
SRR7534019,0,SRR7534019
SRR7534020,0,SRR7534020
SRR7534021,0,SRR7534021
SRR7534022,1,SRR7534022
SRR7534023,0,SRR7534023
SRR7534024,0,SRR7534024
SRR7534025,1,SRR7534025
SRR7534026,0,SRR7534026
SRR7534027,1,SRR7534027
SRR7534028,0,SRR7534028
SRR7534029,1,SRR7534029
SRR7534030,1,SRR7534030
SRR7534031,1,SRR7534031
SRR7534032,0,SRR7534032
SRR7534033,0,SRR7534033
SRR7534034,1,SRR7534034
SRR7534035,1,SRR7534035
SRR7534036,0,SRR7534036
SRR7534037,1,SRR7534037
SRR7534038,1,SRR7534038
SRR7534039,1,SRR7534039
SRR7534040,0,SRR7534040
SRR7534041,1,SRR7534041
SRR7534042,0,SRR7534042
SRR7534043,0,SRR7534043
SRR7534044,1,SRR7534044
SRR7534045,0,SRR7534045
SRR7534046,1,SRR7534046
SRR7534047,1,SRR7534047
SRR7534048,0,SRR7534048
SRR7534049,0,SRR7534049
SRR7534050,1,SRR7534050
SRR7534051,0,SRR7534051
SRR7534052,1,SRR7534052
SRR7534053,1,SRR7534053
SRR7534054,1,SRR7534054
SRR7534055,0,SRR7534055
SRR7534056,0,SRR7534056
SRR7534057,0,SRR7534057
SRR7534058,0,SRR7534058
SRR7534059,1,SRR7534059
SRR7534060,0,SRR7534060
SRR7534061,1,SRR7534061
SRR7534062,1,SRR7534062
SRR7534063,0,SRR7534063
SRR7534064,0,SRR7534064
SRR7534065,0,SRR7534065
SRR7534066,0,SRR7534066
SRR7534067,0,SRR7534067
SRR7534068,0,SRR7534068
SRR7534069,1,SRR7534069
SRR7534070,1,SRR7534070
SRR7534071,0,SRR7534071
SRR7534072,0,SRR7534072
SRR7534073,1,SRR7534073
SRR7534074,1,SRR7534074
SRR7534075,0,SRR7534075
SRR7534076,1,SRR7534076
SRR7534077,1,SRR7534077
SRR7534078,0,SRR7534078
SRR7534079,0,SRR7534079
SRR7534080,0,SRR7534080
SRR7534081,0,SRR7534081
SRR7534082,0,SRR7534082
SRR7534083,0,SRR7534083
SRR7534084,0,SRR7534084
SRR7534085,1,SRR7534085
SRR7534086,0,SRR7534086
SRR7534087,0,SRR7534087
SRR7534088,0,SRR7534088
SRR7534089,1,SRR7534089
SRR7534090,0,SRR7534090
SRR7534091,1,SRR7534091
SRR7534092,1,SRR7534092
SRR7534093,1,SRR7534093
SRR7534094,0,SRR7534094
SRR7534095,0,SRR7534095
SRR7534096,0,SRR7534096
SRR7534097,1,SRR7534097
SRR7534098,1,SRR7534098
SRR7534099,0,SRR7534099
SRR7534100,0,SRR7534100
SRR7534101,1,SRR7534101
SRR7534102,0,SRR7534102
SRR7534103,1,SRR7534103
SRR7534104,0,SRR7534104
SRR7534105,0,SRR7534105
SRR7534106,1,SRR7534106
SRR7534107,1,SRR7534107
SRR7534108,1,SRR7534108
SRR7534109,0,SRR7534109
SRR7534110,1,SRR7534110
SRR7534111,0,SRR7534111
SRR7534112,0,SRR7534112
SRR7534113,1,SRR7534113
SRR7534114,0,SRR7534114
SRR7534115,0,SRR7534115
SRR7534116,0,SRR7534116
SRR7534117,0,SRR7534117
SRR7534118,0,SRR7534118
SRR7534119,0,SRR7534119
SRR7534120,0,SRR7534120
SRR7534121,0,SRR7534121
SRR7534122,1,SRR7534122
SRR7534123,0,SRR7534123
SRR7534124,0,SRR7534124
SRR7534125,1,SRR7534125
SRR7534126,1,SRR7534126
SRR7534127,1,SRR7534127
SRR7534128,0,SRR7534128
SRR7534129,1,SRR7534129
SRR7534130,0,SRR7534130
SRR7534131,0,SRR7534131
SRR7534132,0,SRR7534132
SRR7534133,0,SRR7534133
SRR7534134,0,SRR7534134
SRR7534135,0,SRR7534135
SRR7534136,0,SRR7534136
SRR7534137,0,SRR7534137
SRR7534138,1,SRR7534138
SRR7534139,1,SRR7534139
SRR7534140,1,SRR7534140
SRR7534141,1,SRR7534141
SRR7534142,0,SRR7534142
SRR7534143,0,SRR7534143
SRR7534144,1,SRR7534144
SRR7534145,0,SRR7534145
SRR7534146,1,SRR7534146
SRR7534147,1,SRR7534147
SRR7534148,0,SRR7534148
SRR7534149,1,SRR7534149
SRR7534150,1,SRR7534150
SRR7534151,1,SRR7534151
SRR7534152,1,SRR7534152
SRR7534153,1,SRR7534153
SRR7534154,1,SRR7534154
SRR7534155,0,SRR7534155
SRR7534156,0,SRR7534156
SRR7534157,1,SRR7534157
SRR7534158,1,SRR7534158
SRR7534159,0,SRR7534159
SRR7534160,1,SRR7534160
SRR7534161,1,SRR7534161
SRR7534162,0,SRR7534162
SRR7534163,1,SRR7534163
SRR7534164,1,SRR7534164
SRR7534165,1,SRR7534165
SRR7534166,0,SRR7534166
SRR7534167,0,SRR7534167
SRR7534168,1,SRR7534168
SRR7534169,0,SRR7534169
SRR7534170,0,SRR7534170
SRR7534171,1,SRR7534171
SRR7534172,1,SRR7534172
SRR7534173,1,SRR7534173
SRR7534174,0,SRR7534174
SRR7534175,1,SRR7534175
SRR7534176,0,SRR7534176
SRR7534177,1,SRR7534177
SRR7534178,0,SRR7534178
SRR7534179,1,SRR7534179
SRR7534180,1,SRR7534180
SRR7534181,1,SRR7534181
SRR7534182,0,SRR7534182
SRR7534183,0,SRR7534183
SRR7534184,1,SRR7534184
SRR7534185,0,SRR7534185
SRR7534186,0,SRR7534186
SRR7534187,0,SRR7534187
SRR7534188,1,SRR7534188
SRR7534189,1,SRR7534189
SRR7534190,1,SRR7534190
SRR7534191,0,SRR7534191
SRR7534192,1,SRR7534192
SRR7534193,1,SRR7534193
SRR7534194,1,SRR7534194
SRR7534195,0,SRR7534195
SRR7534196,0,SRR7534196
SRR7534197,0,SRR7534197
SRR7534198,0,SRR7534198
SRR7534199,1,SRR7534199
SRR7534200,1,SRR7534200
SRR7534201,1,SRR7534201
SRR7534202,1,SRR7534202
SRR7534203,0,SRR7534203
SRR7534204,1,SRR7534204
SRR7534205,0,SRR7534205
SRR7534206,1,SRR7534206
SRR7534207,1,SRR7534207
SRR7534208,1,SRR7534208
SRR7534209,1,SRR7534209
SRR7534210,0,SRR7534210
SRR7534211,0,SRR7534211
SRR7534212,0,SRR7534212
SRR7534213,1,SRR7534213
SRR7534214,0,SRR7534214
SRR7534215,0,SRR7534215
SRR7534216,1,SRR7534216
SRR7534217,0,SRR7534217
SRR7534218,1,SRR7534218
SRR7534219,1,SRR7534219
SRR7534220,1,SRR7534220
SRR7534221,0,SRR7534221
SRR7534222,1,SRR7534222
SRR7534223,1,SRR7534223
SRR7534224,0,SRR7534224
SRR7534225,0,SRR7534225
SRR7534226,1,SRR7534226
SRR7534227,0,SRR7534227
SRR7534228,1,SRR7534228
SRR7534229,1,SRR7534229
SRR7534230,1,SRR7534230
SRR8808415,0,SRR8808415
SRR8808416,0,SRR8808416
SRR8808417,0,SRR8808417
SRR8808418,0,SRR8808418
SRR8808419,0,SRR8808419
SRR8808420,0,SRR8808420
SRR8808421,1,SRR8808421
SRR8808422,1,SRR8808422
SRR8808423,1,SRR8808423
SRR8808424,1,SRR8808424
SRR8808425,1,SRR8808425
SRR8808426,1,SRR8808426
SRR8808427,1,SRR8808427
SRR8808428,1,SRR8808428
SRR8808429,1,SRR8808429
SRR8808430,1,SRR8808430
SRR8808431,1,SRR8808431
SRR8808432,1,SRR8808432
SRR8808433,1,SRR8808433
SRR8808434,1,SRR8808434
SRR8808435,0,SRR8808435
SRR8808436,0,SRR8808436
SRR8808437,0,SRR8808437
SRR8808438,0,SRR8808438
SRR8808439,0,SRR8808439
SRR8808440,0,SRR8808440
SRR8808441,0,SRR8808441
SRR8808442,0,SRR8808442
