Run,Tag,Group
SRR6477673,1,SRR6477673
SRR6477674,1,SRR6477674
SRR6477675,1,SRR6477675
SRR6477676,1,SRR6477676
SRR6477677,1,SRR6477677
SRR6477678,1,SRR6477678
SRR6477679,1,SRR6477679
SRR6477680,1,SRR6477680
SRR6477681,1,SRR6477681
SRR6477682,1,SRR6477682
SRR6477683,1,SRR6477683
SRR6477684,1,SRR6477684
SRR6477685,1,SRR6477685
SRR6477686,0,SRR6477686
SRR6477687,1,SRR6477687
SRR6477688,1,SRR6477688
SRR6477689,0,SRR6477689
SRR6477690,0,SRR6477690
SRR6477691,0,SRR6477691
SRR6477692,0,SRR6477692
SRR6477693,0,SRR6477693
SRR6477694,0,SRR6477694
SRR6477695,0,SRR6477695
SRR6477696,0,SRR6477696
SRR6477697,0,SRR6477697
SRR6477698,0,SRR6477698
SRR6477699,1,SRR6477699
SRR6477700,1,SRR6477700
SRR6477701,1,SRR6477701
SRR6477702,1,SRR6477702
SRR6477703,1,SRR6477703
SRR6477704,1,SRR6477704
SRR6477705,1,SRR6477705
SRR6477706,1,SRR6477706
SRR6477707,0,SRR6477707
SRR6477708,0,SRR6477708
SRR6477709,0,SRR6477709
SRR6477710,0,SRR6477710
SRR6477711,1,SRR6477711
SRR6477712,0,SRR6477712
SRR6477713,0,SRR6477713
SRR6477714,0,SRR6477714
SRR6477715,0,SRR6477715
SRR6477716,0,SRR6477716
SRR6477717,1,SRR6477717
SRR6477718,1,SRR6477718
SRR6477719,1,SRR6477719
SRR6477720,1,SRR6477720
SRR6477721,1,SRR6477721
SRR6477722,1,SRR6477722
SRR6477723,1,SRR6477723
SRR6477724,1,SRR6477724
SRR6477725,1,SRR6477725
SRR6477726,1,SRR6477726
SRR6477727,1,SRR6477727
SRR6477728,1,SRR6477728
SRR6477729,1,SRR6477729
SRR6477730,1,SRR6477730
SRR6477731,1,SRR6477731
SRR6477732,1,SRR6477732
SRR6477733,1,SRR6477733
SRR6477734,1,SRR6477734
SRR6477735,1,SRR6477735
SRR6477736,0,SRR6477736
SRR6477737,0,SRR6477737
SRR6477738,0,SRR6477738
SRR6477739,0,SRR6477739
SRR6477740,0,SRR6477740
SRR6477741,0,SRR6477741
SRR6477742,0,SRR6477742
SRR6477743,0,SRR6477743
SRR6477744,1,SRR6477744
SRR6477745,0,SRR6477745
SRR6477746,0,SRR6477746
SRR6477747,1,SRR6477747
SRR6477748,1,SRR6477748
SRR6477749,1,SRR6477749
SRR6477750,1,SRR6477750
SRR6477751,1,SRR6477751
SRR6477752,1,SRR6477752
SRR6477753,1,SRR6477753
SRR6477754,1,SRR6477754
SRR6477755,1,SRR6477755
SRR6477756,1,SRR6477756
SRR6477757,1,SRR6477757
SRR6477758,1,SRR6477758
SRR6477759,1,SRR6477759
SRR6477760,1,SRR6477760
SRR6477761,1,SRR6477761
SRR6477762,1,SRR6477762
SRR6477763,1,SRR6477763
SRR6477764,1,SRR6477764
SRR6477765,1,SRR6477765
SRR6477766,1,SRR6477766
SRR6477767,0,SRR6477767
SRR6477768,0,SRR6477768
SRR6477769,0,SRR6477769
SRR6477770,0,SRR6477770
SRR6477771,0,SRR6477771
SRR6477772,0,SRR6477772
SRR6477773,0,SRR6477773
SRR6477774,0,SRR6477774
SRR6477775,1,SRR6477775
SRR6477776,0,SRR6477776
SRR6477777,0,SRR6477777
SRR6477778,0,SRR6477778
SRR6477779,0,SRR6477779
SRR6477780,1,SRR6477780
SRR6477781,1,SRR6477781
SRR6477782,1,SRR6477782
SRR6477783,1,SRR6477783
SRR6477784,1,SRR6477784
SRR6477785,1,SRR6477785
SRR6477786,1,SRR6477786
SRR6477787,1,SRR6477787
SRR6477788,1,SRR6477788
SRR6477789,0,SRR6477789
SRR6477790,1,SRR6477790
SRR6477791,1,SRR6477791
SRR6477792,0,SRR6477792
SRR6477793,0,SRR6477793
SRR6477794,1,SRR6477794
SRR6477795,1,SRR6477795
SRR6477796,1,SRR6477796
SRR6477797,0,SRR6477797
SRR6477798,1,SRR6477798
SRR6477799,1,SRR6477799
SRR6477800,1,SRR6477800
SRR6477801,1,SRR6477801
SRR6477802,1,SRR6477802
SRR6477803,1,SRR6477803
SRR6477804,1,SRR6477804
SRR6477805,1,SRR6477805
SRR6477806,1,SRR6477806
SRR6477807,1,SRR6477807
SRR6477808,1,SRR6477808
SRR6477809,1,SRR6477809
SRR6477810,1,SRR6477810
SRR6477811,1,SRR6477811
SRR6477812,1,SRR6477812
SRR6477813,1,SRR6477813
SRR6477814,1,SRR6477814
SRR6477815,1,SRR6477815
SRR6477816,1,SRR6477816
SRR6477817,1,SRR6477817
SRR6477818,1,SRR6477818
SRR6477819,1,SRR6477819
SRR6477820,1,SRR6477820
SRR6477821,1,SRR6477821
SRR6477822,0,SRR6477822
SRR6477823,1,SRR6477823
SRR6477824,0,SRR6477824
SRR6477825,0,SRR6477825
SRR6477826,0,SRR6477826
SRR6477827,0,SRR6477827
SRR6477828,1,SRR6477828
SRR6477829,0,SRR6477829
SRR6477830,0,SRR6477830
SRR6477831,0,SRR6477831
SRR6477832,1,SRR6477832
SRR6477833,1,SRR6477833
SRR6477834,1,SRR6477834
SRR6477835,1,SRR6477835
SRR6477836,1,SRR6477836
SRR6477837,1,SRR6477837
SRR6477838,1,SRR6477838
SRR6477839,1,SRR6477839
SRR6477840,1,SRR6477840
SRR6477841,1,SRR6477841
SRR6477842,1,SRR6477842
SRR6477843,1,SRR6477843
SRR6477844,0,SRR6477844
SRR6477845,0,SRR6477845
SRR6477846,0,SRR6477846
SRR6477847,0,SRR6477847
SRR6477848,0,SRR6477848
SRR6477849,0,SRR6477849
SRR6477850,0,SRR6477850
SRR6477851,0,SRR6477851
SRR6477852,1,SRR6477852
SRR6477853,1,SRR6477853
SRR6477854,1,SRR6477854
SRR6477855,1,SRR6477855
SRR6477856,1,SRR6477856
SRR6477857,1,SRR6477857
SRR6477858,1,SRR6477858
SRR6477859,1,SRR6477859
SRR6477860,1,SRR6477860
SRR6477861,1,SRR6477861
SRR6477862,1,SRR6477862
SRR6477863,1,SRR6477863
SRR6477864,1,SRR6477864
SRR6477865,1,SRR6477865
SRR6477866,1,SRR6477866
SRR6477867,1,SRR6477867
SRR6477868,1,SRR6477868
SRR6477869,1,SRR6477869
SRR6477870,1,SRR6477870
SRR6477871,1,SRR6477871
SRR6477872,1,SRR6477872
SRR6477873,1,SRR6477873
SRR6477874,1,SRR6477874
SRR6477875,1,SRR6477875
SRR6477876,1,SRR6477876
SRR6477877,1,SRR6477877
SRR6477878,1,SRR6477878
SRR6477879,1,SRR6477879
SRR6477880,1,SRR6477880
SRR6477881,1,SRR6477881
SRR6477882,0,SRR6477882
SRR6477883,1,SRR6477883
SRR6477884,1,SRR6477884
SRR6477885,1,SRR6477885
SRR6477886,1,SRR6477886
SRR6477887,1,SRR6477887
SRR6477888,1,SRR6477888
SRR6477889,1,SRR6477889
SRR6477890,1,SRR6477890
SRR6477891,1,SRR6477891
SRR6477892,1,SRR6477892
SRR6477893,1,SRR6477893
SRR6477894,1,SRR6477894
SRR6477895,1,SRR6477895
SRR6477896,0,SRR6477896
SRR6477897,1,SRR6477897
SRR6477898,1,SRR6477898
SRR6477899,1,SRR6477899
SRR6477900,0,SRR6477900
SRR6477901,0,SRR6477901
SRR6477902,1,SRR6477902
SRR6477903,1,SRR6477903
SRR6477904,1,SRR6477904
SRR6477905,0,SRR6477905
SRR6477906,0,SRR6477906
SRR6477907,0,SRR6477907
SRR6477908,0,SRR6477908
SRR6477909,0,SRR6477909
SRR6477910,0,SRR6477910
SRR6477911,0,SRR6477911
SRR6477912,0,SRR6477912
SRR6477913,1,SRR6477913
SRR6477914,1,SRR6477914
SRR6477915,0,SRR6477915
SRR6477916,1,SRR6477916
SRR6477917,1,SRR6477917
SRR6477918,1,SRR6477918
SRR6477919,1,SRR6477919
SRR6477920,1,SRR6477920
SRR6477921,1,SRR6477921
SRR6477922,1,SRR6477922
SRR6477923,1,SRR6477923
SRR6477924,1,SRR6477924
SRR6477925,1,SRR6477925
SRR6477926,0,SRR6477926
SRR6477927,1,SRR6477927
SRR6477928,1,SRR6477928
SRR6477929,1,SRR6477929
SRR6477930,1,SRR6477930
SRR6477931,1,SRR6477931
SRR6477932,1,SRR6477932
SRR6477933,1,SRR6477933
SRR6477934,1,SRR6477934
SRR6477935,1,SRR6477935
SRR6477936,1,SRR6477936
SRR6477937,1,SRR6477937
SRR6477938,1,SRR6477938
SRR6477939,1,SRR6477939
SRR6477940,0,SRR6477940
SRR6477941,0,SRR6477941
SRR6477942,0,SRR6477942
SRR6477943,0,SRR6477943
SRR6477944,0,SRR6477944
SRR6477945,0,SRR6477945
SRR6477946,0,SRR6477946
SRR6477947,0,SRR6477947
SRR6477948,0,SRR6477948
SRR6477949,0,SRR6477949
SRR6477950,0,SRR6477950
SRR6477951,0,SRR6477951
SRR6477952,0,SRR6477952
SRR6477953,0,SRR6477953
SRR6477954,0,SRR6477954
SRR6477955,0,SRR6477955
SRR6477956,1,SRR6477956
SRR6477957,1,SRR6477957
SRR6477958,1,SRR6477958
SRR6477959,1,SRR6477959
SRR6477960,1,SRR6477960
SRR6477961,1,SRR6477961
SRR6477962,1,SRR6477962
SRR6477963,1,SRR6477963
SRR6477964,1,SRR6477964
SRR6477965,1,SRR6477965
SRR6477966,1,SRR6477966
SRR6477967,1,SRR6477967
SRR6477968,1,SRR6477968
SRR6477969,1,SRR6477969
SRR6477970,1,SRR6477970
SRR6477971,1,SRR6477971
SRR6477972,1,SRR6477972
SRR6477973,1,SRR6477973
SRR6477974,1,SRR6477974
SRR6477975,1,SRR6477975
SRR6477976,1,SRR6477976
SRR6477977,1,SRR6477977
SRR6477978,1,SRR6477978
SRR6477979,1,SRR6477979
SRR6477980,0,SRR6477980
SRR6477981,1,SRR6477981
SRR6477982,0,SRR6477982
SRR6477983,0,SRR6477983
SRR6477984,0,SRR6477984
SRR6477985,0,SRR6477985
SRR6477986,0,SRR6477986
SRR6477987,0,SRR6477987
SRR6477988,0,SRR6477988
SRR6477989,0,SRR6477989
SRR6477990,0,SRR6477990
SRR6477991,0,SRR6477991
SRR6477992,1,SRR6477992
SRR6477993,1,SRR6477993
SRR6477994,1,SRR6477994
SRR6477995,1,SRR6477995
SRR6477996,1,SRR6477996
SRR6477997,1,SRR6477997
SRR6477998,1,SRR6477998
SRR6477999,1,SRR6477999
SRR6478000,0,SRR6478000
SRR6478001,1,SRR6478001
SRR6478002,1,SRR6478002
SRR6478003,1,SRR6478003
SRR6478004,1,SRR6478004
SRR6478005,1,SRR6478005
SRR6478006,1,SRR6478006
SRR6478007,1,SRR6478007
SRR6478008,1,SRR6478008
SRR6478009,1,SRR6478009
SRR6478010,1,SRR6478010
SRR6478011,1,SRR6478011
SRR6478012,1,SRR6478012
SRR6478013,1,SRR6478013
SRR6478014,1,SRR6478014
SRR6478015,1,SRR6478015
SRR6478016,1,SRR6478016
SRR6478017,1,SRR6478017
SRR6478018,0,SRR6478018
SRR6478019,1,SRR6478019
SRR6478020,1,SRR6478020
SRR6478021,1,SRR6478021
SRR6478022,1,SRR6478022
SRR6478023,1,SRR6478023
SRR6478024,1,SRR6478024
SRR6478025,1,SRR6478025
SRR6478026,1,SRR6478026
SRR6478027,1,SRR6478027
SRR6478028,1,SRR6478028
SRR6478029,1,SRR6478029
SRR6478030,1,SRR6478030
SRR6478031,1,SRR6478031
SRR6478032,0,SRR6478032
SRR6478033,0,SRR6478033
SRR6478034,0,SRR6478034
SRR6478035,0,SRR6478035
SRR6478036,0,SRR6478036
SRR6478037,0,SRR6478037
SRR6478038,0,SRR6478038
SRR6478039,0,SRR6478039
SRR6478040,0,SRR6478040
SRR6478041,0,SRR6478041
SRR6478042,1,SRR6478042
SRR6478043,1,SRR6478043
SRR6478044,1,SRR6478044
SRR6478045,1,SRR6478045
SRR6478046,1,SRR6478046
SRR6478047,1,SRR6478047
SRR6478048,1,SRR6478048
SRR6478049,1,SRR6478049
SRR6478050,1,SRR6478050
SRR6478051,1,SRR6478051
SRR6478052,1,SRR6478052
SRR6478053,1,SRR6478053
SRR6478054,1,SRR6478054
SRR6478055,1,SRR6478055
SRR6478056,1,SRR6478056
SRR6478057,1,SRR6478057
SRR6478058,1,SRR6478058
SRR6478059,1,SRR6478059
SRR6478060,1,SRR6478060
SRR6478061,1,SRR6478061
SRR6478062,1,SRR6478062
SRR6478063,1,SRR6478063
SRR6478064,0,SRR6478064
SRR6478065,0,SRR6478065
SRR6478066,0,SRR6478066
SRR6478067,0,SRR6478067
SRR6478068,0,SRR6478068
SRR6478069,0,SRR6478069
SRR6478070,0,SRR6478070
SRR6478071,0,SRR6478071
SRR6478072,0,SRR6478072
SRR6478073,0,SRR6478073
SRR6478074,1,SRR6478074
SRR6478075,0,SRR6478075
SRR6478076,0,SRR6478076
SRR6478077,1,SRR6478077
SRR6478078,1,SRR6478078
SRR6478079,1,SRR6478079
SRR6478080,0,SRR6478080
SRR6478081,0,SRR6478081
SRR6478082,0,SRR6478082
SRR6478083,1,SRR6478083
SRR6478084,0,SRR6478084
SRR6478085,0,SRR6478085
SRR6478086,1,SRR6478086
SRR6478087,0,SRR6478087
SRR6478088,1,SRR6478088
SRR6478089,0,SRR6478089
SRR6478090,0,SRR6478090
SRR6478091,1,SRR6478091
SRR6478092,1,SRR6478092
SRR6478093,1,SRR6478093
SRR6478094,1,SRR6478094
SRR6478095,0,SRR6478095
SRR6478096,1,SRR6478096
SRR6478097,1,SRR6478097
SRR6478098,1,SRR6478098
SRR6478099,1,SRR6478099
SRR6478100,1,SRR6478100
SRR6478101,1,SRR6478101
SRR6478102,1,SRR6478102
SRR6478103,1,SRR6478103
SRR6478104,1,SRR6478104
SRR6478105,1,SRR6478105
SRR6478106,1,SRR6478106
SRR6478107,1,SRR6478107
SRR6478108,1,SRR6478108
SRR6478109,1,SRR6478109
SRR6478110,1,SRR6478110
SRR6478111,1,SRR6478111
SRR6478112,1,SRR6478112
SRR6478113,1,SRR6478113
SRR6478114,1,SRR6478114
SRR6478115,1,SRR6478115
SRR6478116,1,SRR6478116
SRR6478117,1,SRR6478117
SRR6478118,0,SRR6478118
SRR6478119,0,SRR6478119
SRR6478120,0,SRR6478120
SRR6478121,0,SRR6478121
SRR6478122,0,SRR6478122
SRR6478123,0,SRR6478123
SRR6478124,0,SRR6478124
SRR6478125,0,SRR6478125
SRR6478126,0,SRR6478126
SRR6478127,0,SRR6478127
SRR6478128,1,SRR6478128
SRR6478129,1,SRR6478129
SRR6478130,1,SRR6478130
SRR6478131,1,SRR6478131
SRR6478132,1,SRR6478132
SRR6478133,1,SRR6478133
SRR6478134,1,SRR6478134
SRR6478135,1,SRR6478135
SRR6478136,1,SRR6478136
SRR6478137,1,SRR6478137
SRR6478138,1,SRR6478138
SRR6478139,1,SRR6478139
SRR6478140,1,SRR6478140
SRR6478141,0,SRR6478141
SRR6478142,0,SRR6478142
SRR6478143,0,SRR6478143
SRR6478144,0,SRR6478144
SRR6478145,0,SRR6478145
SRR6478146,0,SRR6478146
SRR6478147,0,SRR6478147
SRR6478148,0,SRR6478148
SRR6478149,1,SRR6478149
SRR6478150,1,SRR6478150
SRR6478151,0,SRR6478151
SRR6478152,0,SRR6478152
SRR6478153,1,SRR6478153
SRR6478154,1,SRR6478154
SRR6478155,1,SRR6478155
SRR6478156,1,SRR6478156
SRR6478157,0,SRR6478157
SRR6478158,0,SRR6478158
SRR6478159,0,SRR6478159
SRR6478160,0,SRR6478160
SRR6478161,0,SRR6478161
SRR6478162,0,SRR6478162
SRR6478163,0,SRR6478163
SRR6478164,0,SRR6478164
SRR6478165,0,SRR6478165
SRR6478166,0,SRR6478166
SRR6478167,1,SRR6478167
SRR6478168,0,SRR6478168
SRR6478169,0,SRR6478169
SRR6478170,1,SRR6478170
SRR6478171,1,SRR6478171
SRR6478172,0,SRR6478172
SRR6478173,0,SRR6478173
SRR6478174,0,SRR6478174
SRR6478175,0,SRR6478175
SRR6478176,0,SRR6478176
SRR6478177,0,SRR6478177
SRR6478178,0,SRR6478178
SRR6478179,0,SRR6478179
SRR6478180,1,SRR6478180
SRR6478181,1,SRR6478181
SRR6478182,1,SRR6478182
SRR6478183,1,SRR6478183
SRR6478184,1,SRR6478184
SRR6478185,1,SRR6478185
SRR6478186,0,SRR6478186
SRR6478187,0,SRR6478187
SRR6478188,1,SRR6478188
SRR6478189,1,SRR6478189
SRR6478190,1,SRR6478190
SRR6478191,1,SRR6478191
SRR6478192,0,SRR6478192
SRR6478193,0,SRR6478193
SRR6478194,0,SRR6478194
SRR6478195,0,SRR6478195
SRR6478196,0,SRR6478196
SRR6478197,0,SRR6478197
SRR6478198,0,SRR6478198
SRR6478199,0,SRR6478199
SRR6478200,0,SRR6478200
SRR6478201,0,SRR6478201
SRR6478202,1,SRR6478202
SRR6478203,1,SRR6478203
SRR6478204,1,SRR6478204
SRR6478205,1,SRR6478205
SRR6478206,1,SRR6478206
SRR6478207,1,SRR6478207
SRR6478208,1,SRR6478208
SRR6478209,1,SRR6478209
SRR6478210,1,SRR6478210
SRR6478211,1,SRR6478211
SRR6478212,1,SRR6478212
SRR6478213,1,SRR6478213
SRR6478214,1,SRR6478214
SRR6478215,1,SRR6478215
SRR6478216,1,SRR6478216
SRR6478217,1,SRR6478217
SRR6478218,1,SRR6478218
SRR6478219,1,SRR6478219
SRR6478220,1,SRR6478220
SRR6478221,1,SRR6478221
SRR6478222,1,SRR6478222
SRR6478223,1,SRR6478223
SRR6478224,1,SRR6478224
SRR6478225,1,SRR6478225
SRR6478226,1,SRR6478226
SRR6478227,1,SRR6478227
SRR6478228,1,SRR6478228
SRR6478229,1,SRR6478229
SRR6478230,1,SRR6478230
SRR6478231,1,SRR6478231
SRR6478232,1,SRR6478232
SRR6478233,1,SRR6478233
SRR6478234,1,SRR6478234
SRR6478235,1,SRR6478235
SRR6478236,1,SRR6478236
SRR6478237,1,SRR6478237
SRR6478238,1,SRR6478238
SRR6478239,1,SRR6478239
SRR6478240,1,SRR6478240
SRR6478241,1,SRR6478241
SRR6478242,1,SRR6478242
SRR6478243,1,SRR6478243
SRR6478244,1,SRR6478244
SRR6478245,1,SRR6478245
SRR6478246,1,SRR6478246
SRR6478247,1,SRR6478247
SRR6478248,1,SRR6478248
SRR6478249,0,SRR6478249
SRR6478250,0,SRR6478250
SRR6478251,0,SRR6478251
SRR6478252,0,SRR6478252
SRR6478253,0,SRR6478253
SRR6478254,0,SRR6478254
SRR6478255,0,SRR6478255
SRR6478256,0,SRR6478256
SRR6478257,0,SRR6478257
SRR6478258,0,SRR6478258
SRR6478259,1,SRR6478259
SRR6478260,1,SRR6478260
SRR6478261,1,SRR6478261
SRR6478262,1,SRR6478262
SRR6478263,1,SRR6478263
SRR6478264,1,SRR6478264
SRR6478265,1,SRR6478265
SRR6478266,1,SRR6478266
SRR6478267,1,SRR6478267
SRR6478268,1,SRR6478268
SRR6478269,1,SRR6478269
SRR6478270,1,SRR6478270
SRR6478271,1,SRR6478271
SRR6478272,1,SRR6478272
SRR6478273,1,SRR6478273
SRR6478274,1,SRR6478274
SRR6478275,1,SRR6478275
SRR6478276,1,SRR6478276
SRR6478277,1,SRR6478277
SRR6478278,1,SRR6478278
SRR6478279,1,SRR6478279
SRR6478280,1,SRR6478280
SRR6478281,1,SRR6478281
SRR6478282,1,SRR6478282
SRR6478283,1,SRR6478283
SRR6478284,1,SRR6478284
SRR6478285,1,SRR6478285
SRR6478286,1,SRR6478286
SRR6478287,1,SRR6478287
SRR6478288,1,SRR6478288
SRR6478289,1,SRR6478289
SRR6478290,1,SRR6478290
SRR6478291,1,SRR6478291
SRR6478292,1,SRR6478292
SRR6478293,1,SRR6478293
SRR6478294,1,SRR6478294
SRR6478295,1,SRR6478295
SRR6478296,1,SRR6478296
SRR6478297,1,SRR6478297
SRR6478298,1,SRR6478298
SRR6478299,0,SRR6478299
SRR6478300,0,SRR6478300
SRR6478301,0,SRR6478301
SRR6478302,0,SRR6478302
SRR6478303,0,SRR6478303
SRR6478304,1,SRR6478304
SRR6478305,0,SRR6478305
SRR6478306,0,SRR6478306
SRR6478307,1,SRR6478307
SRR6478308,1,SRR6478308
SRR6478309,1,SRR6478309
SRR6478310,1,SRR6478310
SRR6478311,1,SRR6478311
SRR6478312,1,SRR6478312
SRR6478313,1,SRR6478313
SRR6478314,1,SRR6478314
SRR6478315,0,SRR6478315
SRR6478316,0,SRR6478316
SRR6478317,0,SRR6478317
SRR6478318,0,SRR6478318
SRR6478319,0,SRR6478319
SRR6478320,1,SRR6478320
SRR6478321,0,SRR6478321
SRR6478322,0,SRR6478322
SRR6478323,0,SRR6478323
SRR6478324,0,SRR6478324
SRR6478325,0,SRR6478325
SRR6478326,0,SRR6478326
SRR6478327,0,SRR6478327
SRR6478328,0,SRR6478328
SRR6478329,0,SRR6478329
SRR6478330,0,SRR6478330
SRR6478331,0,SRR6478331
SRR6478332,0,SRR6478332
SRR6478333,0,SRR6478333
SRR6478334,1,SRR6478334
SRR6478335,1,SRR6478335
SRR6478336,1,SRR6478336
SRR6478337,1,SRR6478337
SRR6478338,1,SRR6478338
SRR6478339,1,SRR6478339
SRR6478340,1,SRR6478340
SRR6478341,1,SRR6478341
SRR6478342,1,SRR6478342
SRR6478343,1,SRR6478343
SRR6478344,1,SRR6478344
SRR6478345,1,SRR6478345
SRR6478346,1,SRR6478346
SRR6478347,1,SRR6478347
